timestamp,mode,temp,rh,co2,soil,sp_temp,sp_rh,sp_co2,temp_60s,rh_60s,co2_60s,humidifier_on,extractor_on,circulation_on,ssr_on,fan_pwm,humid_pwm,led_pwm
1765190303,auto,20.92,68.41,690.94,0.71,25.0,60.0,800.0,20.92,68.41,690.94,0,0,1,0,0,0,0
1765190304,auto,20.92,68.37,690.943,0.705,25.0,60.0,800.0,20.92,68.37,690.943,0,0,1,0,0,0,0
1765190305,auto,20.916666666666668,68.33333333333333,690.8880999999999,0.7066666666666667,25.0,60.0,800.0,20.916666666666668,68.33333333333333,690.8880999999999,0,0,1,0,0,0,0
1765190306,auto,20.916666666666668,68.33333333333333,690.8880999999999,0.7066666666666667,25.0,60.0,800.0,20.916666666666668,68.33333333333333,690.8880999999999,0,0,1,0,0,0,0
1765190307,auto,20.913333333333334,68.3025,690.8046699999999,0.7233333333333333,25.0,60.0,800.0,20.913333333333334,68.3025,690.8046699999999,0,0,1,0,0,0,0
1765190308,auto,20.91,68.276,691.4302689999998,0.75,25.0,60.0,800.0,20.91,68.276,691.4302689999998,0,0,1,0,0,0,0
1765190309,auto,20.906666666666666,68.26,692.2941882999999,0.7766666666666667,25.0,60.0,800.0,20.906666666666666,68.26,692.2941882999999,0,0,1,0,0,0,0
1765190310,auto,20.906666666666666,68.26,692.2941882999999,0.7766666666666667,25.0,60.0,800.0,20.906666666666666,68.26,692.2941882999999,0,0,1,0,0,0,0
1765190311,auto,20.903333333333332,68.288,693.4809318099999,0.81,25.0,60.0,800.0,20.903333333333332,68.288,693.4809318099999,0,0,1,0,0,0,0
1765190312,auto,20.9,68.35,695.0166522669999,0.8533333333333334,25.0,60.0,800.0,20.9,68.35,695.0166522669999,0,0,1,0,0,0,0
1765190313,auto,20.9,68.44,695.9956565868999,0.8866666666666667,25.0,60.0,800.0,20.9,68.44,695.9956565868999,0,0,1,0,0,0,0
1765190314,auto,20.9,68.44,695.9956565868999,0.8866666666666667,25.0,60.0,800.0,20.9,68.44,695.9956565868999,0,0,1,0,0,0,0
1765190315,auto,20.9,68.55199999999999,696.4229596108299,0.8833333333333333,25.0,60.0,800.0,20.9,68.55199999999999,696.4229596108299,0,0,1,0,0,0,0
1765190316,auto,20.896666666666665,68.642,696.9380717275809,0.8766666666666666,25.0,60.0,800.0,20.896666666666665,68.642,696.9380717275809,0,0,1,0,0,0,0
1765190317,auto,20.893333333333334,68.714,697.7696502093066,0.8666666666666667,25.0,60.0,800.0,20.893333333333334,68.714,697.7696502093066,0,0,1,0,0,0,0
1765190318,auto,20.893333333333334,68.714,697.7696502093066,0.8666666666666667,25.0,60.0,800.0,20.893333333333334,68.714,697.7696502093066,0,0,1,0,0,0,0
1765190319,auto,20.886666666666667,68.772,698.9097551465146,0.8466666666666667,25.0,60.0,800.0,20.886666666666667,68.772,698.9097551465146,0,0,1,0,0,0,0
1765190320,auto,20.883333333333333,68.81800000000001,700.0318286025602,0.79,25.0,60.0,800.0,20.883333333333333,68.81800000000001,700.0318286025602,0,0,1,0,0,0,0
1765190321,auto,20.88,68.854,701.2582800217921,0.7399999999999999,25.0,60.0,800.0,20.88,68.854,701.2582800217921,0,0,1,0,0,0,0
1765190322,auto,20.88,68.854,701.2582800217921,0.7399999999999999,25.0,60.0,800.0,20.88,68.854,701.2582800217921,0,0,1,0,0,0,0
1765190323,auto,20.876666666666665,68.884,702.4707960152543,0.7000000000000001,25.0,60.0,800.0,20.876666666666665,68.884,702.4707960152543,0,0,1,0,0,0,0
1765190324,auto,20.873333333333335,68.90599999999999,703.361557210678,0.6733333333333333,25.0,60.0,800.0,20.873333333333335,68.90599999999999,703.361557210678,0,0,1,0,0,0,0
1765190325,auto,20.87,68.924,704.1980900474746,0.6366666666666667,25.0,60.0,800.0,20.87,68.924,704.1980900474746,0,0,1,0,0,0,0
1765190326,auto,20.87,68.924,704.1980900474746,0.6366666666666667,25.0,60.0,800.0,20.87,68.924,704.1980900474746,0,0,1,0,0,0,0
1765190327,auto,20.866666666666667,68.938,705.0746630332321,0.6133333333333333,25.0,60.0,800.0,20.866666666666667,68.938,705.0746630332321,0,0,1,0,0,0,0
1765190328,auto,20.863333333333333,68.95,706.1622641232625,0.5733333333333334,25.0,60.0,800.0,20.863333333333333,68.95,706.1622641232625,0,0,1,0,0,0,0
1765190329,auto,20.86,68.96000000000001,707.1815848862836,0.5333333333333333,25.0,60.0,800.0,20.86,68.96000000000001,707.1815848862836,0,0,1,0,0,0,0
1765190330,auto,20.86,68.96000000000001,707.1815848862836,0.5333333333333333,25.0,60.0,800.0,20.86,68.96000000000001,707.1815848862836,0,0,1,0,0,0,0
1765190331,auto,20.86,68.968,708.2221094203985,0.49666666666666665,25.0,60.0,800.0,20.86,68.968,708.2221094203985,0,0,1,0,0,0,0
1765190332,auto,20.856666666666666,68.976,709.0914765942789,0.51,25.0,60.0,800.0,20.856666666666666,68.976,709.0914765942789,0,0,1,0,0,0,0
1765190333,auto,20.853333333333335,68.982,709.8710336159952,0.54,25.0,60.0,800.0,20.853333333333335,68.982,709.8710336159952,0,0,1,0,0,0,0
1765190334,auto,20.853333333333335,68.982,709.8710336159952,0.54,25.0,60.0,800.0,20.853333333333335,68.982,709.8710336159952,0,0,1,0,0,0,0
1765190335,auto,20.85,68.986,710.6147235311967,0.6066666666666666,25.0,60.0,800.0,20.85,68.986,710.6147235311967,0,0,1,0,0,0,0
1765190336,auto,20.846666666666668,68.988,710.9343064718377,0.6833333333333332,25.0,60.0,800.0,20.846666666666668,68.988,710.9343064718377,0,0,1,0,0,0,0
1765190337,auto,20.843333333333334,68.99,710.8790145302863,0.7733333333333333,25.0,60.0,800.0,20.843333333333334,68.99,710.8790145302863,0,0,1,0,0,0,0
1765190338,auto,20.843333333333334,68.99,710.8790145302863,0.7733333333333333,25.0,60.0,800.0,20.843333333333334,68.99,710.8790145302863,0,0,1,0,0,0,0
1765190339,auto,20.836666666666666,68.99199999999999,710.8553101712004,0.8333333333333334,25.0,60.0,800.0,20.836666666666666,68.99199999999999,710.8553101712004,0,0,1,0,0,0,0
1765190340,auto,20.833333333333332,68.994,710.8507171198403,0.8833333333333333,25.0,60.0,800.0,20.833333333333332,68.994,710.8507171198403,0,0,1,0,0,0,0
1765190341,auto,20.833333333333332,68.994,710.8507171198403,0.8833333333333333,25.0,60.0,800.0,20.833333333333332,68.994,710.8507171198403,0,0,1,0,0,0,0
1765190342,auto,20.83,68.99600000000001,710.6765019838881,0.9199999999999999,25.0,60.0,800.0,20.83,68.99600000000001,710.6765019838881,0,0,1,0,0,0,0
1765190343,auto,20.83,68.998,710.3595513887217,0.9499999999999998,25.0,60.0,800.0,20.83,68.998,710.3595513887217,0,0,1,0,0,0,0
1765190344,auto,20.826666666666664,69.0,709.9186859721051,0.9633333333333333,25.0,60.0,800.0,20.826666666666664,69.0,709.9186859721051,0,0,1,0,0,0,0
1765190345,auto,20.823333333333334,69.0,709.4960801804735,0.96,25.0,60.0,800.0,20.823333333333334,69.0,709.4960801804735,0,0,1,0,0,0,0
1765190346,auto,20.823333333333334,69.0,709.4960801804735,0.96,25.0,60.0,800.0,20.823333333333334,69.0,709.4960801804735,0,0,1,0,0,0,0
1765190347,auto,20.816666666666666,69.0,708.9902561263315,0.9366666666666666,25.0,60.0,800.0,20.816666666666666,69.0,708.9902561263315,0,0,1,0,0,0,0
1765190348,auto,20.813333333333333,69.0,708.108179288432,0.88,25.0,60.0,800.0,20.813333333333333,69.0,708.108179288432,0,0,1,0,0,0,0
1765190349,auto,20.80666666666667,69.0,706.8877255019024,0.8366666666666668,25.0,60.0,800.0,20.80666666666667,69.0,706.8877255019024,0,0,1,0,0,0,0
1765190350,auto,20.80666666666667,69.0,706.8877255019024,0.8366666666666668,25.0,60.0,800.0,20.80666666666667,69.0,706.8877255019024,0,0,1,0,0,0,0
1765190351,auto,20.80333333333333,69.0,705.5504078513317,0.7799999999999999,25.0,60.0,800.0,20.80333333333333,69.0,705.5504078513317,0,0,1,0,0,0,0
1765190352,auto,20.8,69.0,704.1702854959321,0.7433333333333333,25.0,60.0,800.0,20.8,69.0,704.1702854959321,0,0,1,0,0,0,0
1765190353,auto,20.796666666666667,69.0,702.7871998471525,0.7066666666666667,25.0,60.0,800.0,20.796666666666667,69.0,702.7871998471525,0,0,1,0,0,0,0
1765190354,auto,20.796666666666667,69.0,702.7871998471525,0.7066666666666667,25.0,60.0,800.0,20.796666666666667,69.0,702.7871998471525,0,0,1,0,0,0,0
1765190355,auto,20.793333333333333,69.0,701.5430398930066,0.7233333333333333,25.0,60.0,800.0,20.793333333333333,69.0,701.5430398930066,0,0,1,0,0,0,0
1765190356,auto,20.79,69.0,700.1561279251046,0.7266666666666666,25.0,60.0,800.0,20.79,69.0,700.1561279251046,0,0,1,0,0,0,0
1765190357,auto,20.786666666666665,69.0,698.8282895475731,0.73,25.0,60.0,800.0,20.786666666666665,69.0,698.8282895475731,0,0,1,0,0,0,0
1765190358,auto,20.786666666666665,69.0,698.8282895475731,0.73,25.0,60.0,800.0,20.786666666666665,69.0,698.8282895475731,0,0,1,0,0,0,0
1765190359,auto,20.783333333333335,69.0,697.6168026833011,0.75,25.0,60.0,800.0,20.783333333333335,69.0,697.6168026833011,0,0,1,0,0,0,0
1765190360,auto,20.78,69.0,696.3607618783107,0.8233333333333333,25.0,60.0,800.0,20.78,69.0,696.3607618783107,0,0,1,0,0,0,0
1765190361,auto,20.776666666666667,69.0,694.9745333148173,0.9133333333333334,25.0,60.0,800.0,20.776666666666667,69.0,694.9745333148173,0,0,1,0,0,0,0
1765190362,auto,20.776666666666667,69.0,694.9745333148173,0.9133333333333334,25.0,60.0,800.0,20.776666666666667,69.0,694.9745333148173,0,0,1,0,0,0,0
1765190363,auto,20.773333333333333,69.0,693.6591733203721,0.98,25.0,60.0,800.0,20.773333333333333,69.0,693.6591733203721,0,0,1,0,0,0,0
1765190364,auto,20.766666666666666,69.0,692.2854213242605,1.0533333333333335,25.0,60.0,800.0,20.766666666666666,69.0,692.2854213242605,0,0,1,0,0,0,0
1765190365,auto,20.763333333333335,69.0,691.0777949269823,1.0766666666666667,25.0,60.0,800.0,20.763333333333335,69.0,691.0777949269823,0,0,1,0,0,0,0
1765190366,auto,20.763333333333335,69.0,691.0777949269823,1.0766666666666667,25.0,60.0,800.0,20.763333333333335,69.0,691.0777949269823,0,0,1,0,0,0,0
1765190367,auto,20.756666666666668,69.0,690.1574564488875,1.0566666666666666,25.0,60.0,800.0,20.756666666666668,69.0,690.1574564488875,0,0,1,0,0,0,0
1765190368,auto,20.753333333333334,69.0,689.6332195142212,0.9733333333333333,25.0,60.0,800.0,20.753333333333334,69.0,689.6332195142212,0,0,1,0,0,0,0
1765190369,auto,20.75,69.0,689.4822536599548,0.9333333333333332,25.0,60.0,800.0,20.75,69.0,689.4822536599548,0,0,1,0,0,0,0
1765190370,auto,20.75,69.0,689.4822536599548,0.9333333333333332,25.0,60.0,800.0,20.75,69.0,689.4822536599548,0,0,1,0,0,0,0
1765190371,auto,20.746666666666666,69.0,689.2475775619683,0.9066666666666667,25.0,60.0,800.0,20.746666666666666,69.0,689.2475775619683,0,0,1,0,0,0,0
1765190372,auto,20.743333333333332,69.0,688.9213042933777,0.9033333333333333,25.0,60.0,800.0,20.743333333333332,69.0,688.9213042933777,0,0,1,0,0,0,0
1765190373,auto,20.74,69.0,688.5639130053644,0.88,25.0,60.0,800.0,20.74,69.0,688.5639130053644,0,0,1,0,0,0,0
1765190374,auto,20.74,69.0,688.5639130053644,0.88,25.0,60.0,800.0,20.74,69.0,688.5639130053644,0,0,1,0,0,0,0
1765190375,auto,20.736666666666665,69.0,688.268739103755,0.86,25.0,60.0,800.0,20.736666666666665,69.0,688.268739103755,0,0,1,0,0,0,0
1765190376,auto,20.733333333333334,69.0,688.1491173726286,0.8266666666666667,25.0,60.0,800.0,20.733333333333334,69.0,688.1491173726286,0,0,1,0,0,0,0
1765190377,auto,20.73,69.0,688.61138216084,0.7866666666666666,25.0,60.0,800.0,20.73,69.0,688.61138216084,0,0,1,0,0,0,0
1765190378,auto,20.73,69.0,688.61138216084,0.7866666666666666,25.0,60.0,800.0,20.73,69.0,688.61138216084,0,0,1,0,0,0,0
1765190379,auto,20.726666666666667,69.0,689.732967512588,0.79,25.0,60.0,800.0,20.726666666666667,69.0,689.732967512588,0,0,1,0,0,0,0
1765190380,auto,20.723333333333333,69.0,691.1570772588116,0.8166666666666668,25.0,60.0,800.0,20.723333333333333,69.0,691.1570772588116,0,0,1,0,0,0,0
1765190381,auto,20.716666666666665,69.0,692.606954081168,0.8633333333333333,25.0,60.0,800.0,20.716666666666665,69.0,692.606954081168,0,0,1,0,0,0,0
1765190382,auto,20.716666666666665,69.0,692.606954081168,0.8633333333333333,25.0,60.0,800.0,20.716666666666665,69.0,692.606954081168,0,0,1,0,0,0,0
1765190383,auto,20.713333333333335,69.0,693.9218678568176,0.88,25.0,60.0,800.0,20.713333333333335,69.0,693.9218678568176,0,0,1,0,0,0,0
1765190384,auto,20.71,69.0,694.9623074997722,0.8966666666666666,25.0,60.0,800.0,20.71,69.0,694.9623074997722,0,0,1,0,0,0,0
1765190385,auto,20.71,69.0,695.9066152498406,0.8633333333333333,25.0,60.0,800.0,20.71,69.0,695.9066152498406,0,0,1,0,0,0,0
1765190386,auto,20.71,69.0,695.9066152498406,0.8633333333333333,25.0,60.0,800.0,20.71,69.0,695.9066152498406,0,0,1,0,0,0,0
1765190387,auto,20.71,69.0,697.0416306748883,0.8166666666666668,25.0,60.0,800.0,20.71,69.0,697.0416306748883,0,0,1,0,0,0,0
1765190388,auto,20.706666666666667,69.0,698.0941414724218,0.75,25.0,60.0,800.0,20.706666666666667,69.0,698.0941414724218,0,0,1,0,0,0,0
1765190389,auto,20.703333333333333,69.0,698.9778990306952,0.7033333333333333,25.0,60.0,800.0,20.703333333333333,69.0,698.9778990306952,0,0,1,0,0,0,0
1765190390,auto,20.703333333333333,69.0,698.9778990306952,0.7033333333333333,25.0,60.0,800.0,20.703333333333333,69.0,698.9778990306952,0,0,1,0,0,0,0
