temp_norm,rh_norm,co2_norm,soil_norm,ph_norm,ec_norm,par_norm,timestamp
,,,,,,,1765734390
-1.1571305494542927,-1.2214919909967614,2.625414645292055,-1.4291514567770935,9.689653768099717,-1.089349034975975,-0.03421585661458442,1765734390
-1.1571305494542927,-1.2214919909967614,2.625414645292055,-1.4291514567770935,9.689653768099717,-1.089349034975975,-0.03421585661458442,1765734390
-1.1571305494542927,-1.2214919909967614,2.625414645292055,-1.4291514567770935,9.689653768099717,-1.089349034975975,-0.03421585661458442,1765734391
-1.1571305494542927,-1.2214919909967614,2.6274421727668416,-1.3982723871078415,9.88103805671087,-1.1200954105858558,-0.03236219124567408,1765734391
-1.1571305494542927,-1.2214919909967614,2.6274421727668416,-1.3982723871078415,9.88103805671087,-1.1200954105858558,-0.03236219124567408,1765734391
-1.1571305494542927,-1.2214919909967614,2.6274421727668416,-1.3982723871078415,9.88103805671087,-1.1200954105858558,-0.03236219124567408,1765734392
-1.1623904328733488,-1.2214919909967614,2.6291010588825756,-1.382161568149971,9.88103805671087,-1.1200954105858558,-0.0369963546679506,1765734393
-1.1623904328733488,-1.2214919909967614,2.6291010588825756,-1.382161568149971,9.88103805671087,-1.1200954105858558,-0.0369963546679506,1765734393
-1.1623904328733488,-1.2214919909967614,2.6291010588825756,-1.382161568149971,9.88103805671087,-1.1200954105858558,-0.0369963546679506,1765734393
-1.1623904328733488,-1.2214919909967614,2.6294697002416285,-1.3794764316569923,9.625859005229332,-1.1200954105858558,-0.0369963546679506,1765734394
-1.1623904328733488,-1.2214919909967614,2.6291010588825756,-1.382161568149971,9.88103805671087,-1.1200954105858558,-0.0369963546679506,1765734394
-1.1623904328733488,-1.2214919909967614,2.6294697002416285,-1.3794764316569923,9.625859005229332,-1.1200954105858558,-0.0369963546679506,1765734394
-1.1623904328733488,-1.2214919909967614,2.6294697002416285,-1.3794764316569923,9.625859005229332,-1.1200954105858558,-0.0369963546679506,1765734395
-1.1623904328733488,-1.2214919909967614,2.6297922614307985,-1.3687358856850786,9.817243293840486,-1.1200954105858558,-0.04163051809022845,1765734395
-1.1623904328733488,-1.2214919909967614,2.6297922614307985,-1.3687358856850786,9.817243293840486,-1.1200954105858558,-0.04163051809022845,1765734395
-1.1623904328733488,-1.2214919909967614,2.6297922614307985,-1.3687358856850786,9.817243293840486,-1.1200954105858558,-0.04163051809022845,1765734396
